item_name,date,time,period,purchase_cost,branch_location
Kesar Peda,2024-07-23,11:57:17,Morning,487.61,Malleswaram
Pista Roll,2025-04-08,17:56:05,Evening,407.17,Basavanagudi
Dharwad Peda,2024-11-27,09:46:53,Morning,564.4,Electronic City
Halwa (Assorted),2024-04-22,12:58:42,Afternoon,583.29,HSR Layout
Halwa (Assorted),2025-02-17,16:08:21,Afternoon,1042.56,Vijayanagar
Kesar Peda,2024-09-20,10:19:27,Morning,1468.7,HSR Layout
Milk Burfi,2024-09-25,09:17:26,Morning,1083.48,Malleswaram
Milk Burfi,2025-07-01,12:34:05,Afternoon,1085.73,Koramangala
Jalebi,2025-01-07,16:48:55,Afternoon,146.0,Basavanagudi
Sohan Papdi,2024-02-23,08:20:04,Morning,764.29,Indiranagar
Pista Roll,2024-04-16,10:32:44,Morning,1005.9,HSR Layout
Kaju Katli,2024-09-15,22:24:44,Night,1294.55,Jayanagar
Sohan Papdi,2024-08-22,22:08:33,Night,671.47,Basavanagudi
Samosa,2025-02-01,15:52:25,Afternoon,88.07,HSR Layout
Jalebi,2024-11-30,09:31:59,Morning,215.65,Malleswaram
Sohan Papdi,2024-05-15,10:10:44,Morning,737.26,Jayanagar
Jalebi,2024-08-11,13:56:08,Afternoon,380.67,RR Nagar
Samosa,2025-06-20,13:52:50,Afternoon,49.47,Basavanagudi
Laddoo (Boondi),2025-03-11,16:05:27,Afternoon,199.97,Malleswaram
Dharwad Peda,2024-07-21,15:40:06,Afternoon,813.98,Basavanagudi
Pista Roll,2025-05-03,17:49:21,Evening,641.7,Basavanagudi
Laddoo (Boondi),2025-02-04,17:01:49,Evening,856.27,Indiranagar
Sohan Papdi,2025-01-03,14:51:13,Afternoon,268.36,Indiranagar
Sohan Papdi,2024-08-25,19:06:02,Evening,389.88,Indiranagar
Pista Roll,2025-03-12,19:38:57,Evening,502.36,Electronic City
Pista Roll,2024-02-14,13:53:12,Afternoon,1163.69,Indiranagar
Chiroti,2025-03-13,13:10:46,Afternoon,88.12,Jayanagar
Gulab Jamun,2024-08-16,18:13:43,Evening,28.9,Indiranagar
Sohan Papdi,2025-04-10,12:06:59,Afternoon,271.61,Basavanagudi
Badam Milk,2024-11-02,13:21:06,Afternoon,113.22,Malleswaram
Rasgulla,2025-06-25,13:21:53,Afternoon,140.78,RR Nagar
Badam Milk,2024-12-27,11:20:57,Morning,210.03,Electronic City
Mysore Pak,2024-03-13,13:42:21,Afternoon,505.88,Basavanagudi
Halwa (Assorted),2024-04-11,12:02:29,Afternoon,860.53,RR Nagar
Kesar Peda,2024-05-20,09:01:38,Morning,1349.36,Malleswaram
Gulab Jamun,2024-08-26,17:42:05,Evening,71.16,Vijayanagar
Jalebi,2025-01-04,12:22:05,Afternoon,170.27,Indiranagar
Samosa,2024-05-19,13:39:25,Afternoon,56.2,RR Nagar
Mysore Pak,2024-07-01,16:06:30,Afternoon,854.83,Malleswaram
Samosa,2024-10-05,15:50:24,Afternoon,32.8,RR Nagar
Laddoo (Boondi),2025-02-26,17:53:17,Evening,308.94,Electronic City
Badam Milk,2024-05-30,16:11:51,Afternoon,115.59,Jayanagar
Samosa,2025-05-07,08:13:23,Morning,96.21666760203463,Jayanagar
Pista Roll,2024-11-23,19:27:47,Evening,1203.12,Indiranagar
Sohan Papdi,2024-07-09,08:42:25,Morning,488.12,Jayanagar
Laddoo (Boondi),2024-08-20,18:58:08,Evening,337.11,Jayanagar
Pista Roll,2025-05-14,15:13:50,Afternoon,1199.67,HSR Layout
Samosa,2024-07-17,22:13:21,Night,75.19,Koramangala
Chiroti,2024-10-10,17:22:42,Evening,254.78,Indiranagar
Sohan Papdi,2024-02-27,17:09:41,Evening,518.77,Basavanagudi
Kesar Peda,2024-12-24,22:21:30,Night,365.36,RR Nagar
Milk Burfi,2024-04-16,09:47:26,Morning,450.96,Electronic City
Sohan Papdi,2024-12-07,18:31:10,Evening,296.42,Koramangala
Kaju Katli,2024-04-26,14:24:17,Afternoon,2094.66,Electronic City
Badam Milk,2024-10-10,16:03:53,Afternoon,118.14,Malleswaram
Laddoo (Boondi),2025-03-28,13:34:30,Afternoon,369.46,Koramangala
Badam Milk,2025-03-09,17:55:17,Evening,154.86,Koramangala
Badam Milk,2024-09-29,22:14:06,Night,123.02,Electronic City
Badam Milk,2025-01-16,22:21:02,Night,134.05,RR Nagar
Laddoo (Boondi),2025-03-23,11:42:53,Morning,309.31,Jayanagar
Dharwad Peda,2025-03-10,19:03:47,Evening,417.31,Jayanagar
Chiroti,2025-03-23,14:27:37,Afternoon,360.51,Indiranagar
Dharwad Peda,2024-09-11,13:31:05,Afternoon,283.95,Vijayanagar
Samosa,2024-05-21,10:59:34,Morning,76.5643945554802,HSR Layout
Badam Milk,2025-04-07,18:44:11,Evening,65.01,Malleswaram
Kaju Katli,2025-06-14,20:47:25,Evening,1785.28,Malleswaram
Sohan Papdi,2024-11-11,09:18:50,Morning,471.35,Malleswaram
Jalebi,2024-12-13,20:38:32,Evening,246.23,Indiranagar
Dharwad Peda,2024-08-19,20:12:07,Evening,513.22,Vijayanagar
Chiroti,2024-04-18,08:24:49,Morning,104.79,HSR Layout
Pista Roll,2024-04-25,10:45:27,Morning,1190.91,RR Nagar
Halwa (Assorted),2025-06-29,11:13:07,Morning,338.81,HSR Layout
Gulab Jamun,2025-05-21,10:40:18,Morning,129.67,Electronic City
Pista Roll,2025-04-05,12:02:59,Afternoon,1001.85,Vijayanagar
Badam Milk,2024-08-07,16:57:38,Afternoon,164.92,Koramangala
Kesar Peda,2025-07-10,21:04:19,Evening,1068.19,Electronic City
Kaju Katli,2024-10-11,16:05:23,Afternoon,1564.34,Vijayanagar
Jalebi,2025-02-10,15:55:20,Afternoon,727.32,Malleswaram
Kesar Peda,2024-03-16,16:57:57,Afternoon,530.58,HSR Layout
Pista Roll,2025-06-12,22:15:22,Night,2066.73,Vijayanagar
Laddoo (Boondi),2024-02-27,10:01:14,Morning,199.44,RR Nagar
Pista Roll,2024-04-26,13:48:16,Afternoon,1874.5,Basavanagudi
Samosa,2025-05-30,11:04:56,Morning,69.08,Vijayanagar
Rasgulla,2024-02-24,21:41:24,Evening,100.14,RR Nagar
Laddoo (Boondi),2024-05-14,20:56:41,Evening,600.18,Vijayanagar
Jalebi,2025-05-26,18:48:34,Evening,631.04,Electronic City
Kesar Peda,2024-04-21,15:26:24,Afternoon,859.1,Jayanagar
Rasgulla,2024-07-20,14:52:33,Afternoon,31.03,Malleswaram
Gulab Jamun,2024-10-26,12:07:59,Afternoon,96.82,Malleswaram
Mysore Pak,2024-05-20,08:09:22,Morning,740.84,RR Nagar
Sohan Papdi,2024-08-26,09:13:58,Morning,319.54,Indiranagar
Milk Burfi,2025-03-04,14:55:29,Afternoon,860.09,Jayanagar
Samosa,2024-06-18,12:24:44,Afternoon,23.13,Jayanagar
Chiroti,2024-10-24,10:59:13,Morning,113.79,Malleswaram
Badam Milk,2025-07-04,17:44:57,Evening,112.63,Basavanagudi
Kesar Peda,2024-04-27,09:42:58,Morning,458.77,HSR Layout
Mysore Pak,2024-11-20,12:43:55,Afternoon,960.41,Vijayanagar
Rasgulla,2025-03-28,20:07:14,Evening,163.28,Basavanagudi
Halwa (Assorted),2025-04-07,20:07:28,Evening,999.58,Indiranagar
Kesar Peda,2024-01-28,11:03:18,Morning,764.22,HSR Layout
Sohan Papdi,2024-02-08,22:41:21,Night,632.69,Vijayanagar
Laddoo (Boondi),2024-05-23,08:04:09,Morning,713.36,Malleswaram
Halwa (Assorted),2024-06-22,12:29:11,Afternoon,472.39,Vijayanagar
Badam Milk,2024-04-30,22:18:41,Night,95.63,Jayanagar
Kesar Peda,2024-05-21,14:12:16,Afternoon,898.75,Electronic City
Mysore Pak,2024-08-10,19:08:48,Evening,955.79,Vijayanagar
Kaju Katli,2024-05-05,09:44:06,Morning,1896.39,Malleswaram
Kesar Peda,2024-05-29,22:50:20,Night,328.22,Indiranagar
Dharwad Peda,2024-02-09,15:22:55,Afternoon,627.31,Koramangala
Rasgulla,2024-11-20,12:08:28,Afternoon,87.4,Indiranagar
Milk Burfi,2024-08-18,15:30:22,Afternoon,1099.51,HSR Layout
Chiroti,2024-08-29,13:32:39,Afternoon,319.31,Malleswaram
Samosa,2024-07-31,17:57:29,Evening,21.05,HSR Layout
Jalebi,2025-02-26,13:30:22,Afternoon,600.04,Electronic City
Laddoo (Boondi),2024-08-03,20:41:58,Evening,591.93,RR Nagar
Kaju Katli,2024-09-11,16:40:19,Afternoon,535.52,Jayanagar
Halwa (Assorted),2024-09-19,14:44:52,Afternoon,238.95,Koramangala
Badam Milk,2024-12-04,15:24:32,Afternoon,70.96,Jayanagar
Mysore Pak,2024-11-20,12:04:55,Afternoon,901.73,Vijayanagar
Rasgulla,2024-04-08,21:00:12,Evening,66.28,Indiranagar
Dharwad Peda,2024-12-07,21:29:57,Evening,1018.6,Electronic City
Pista Roll,2024-09-15,20:56:38,Evening,920.76,HSR Layout
Rasgulla,2024-08-04,12:01:56,Afternoon,98.29,Malleswaram
Milk Burfi,2024-10-30,17:30:36,Evening,736.79,RR Nagar
Chiroti,2025-01-21,10:42:13,Morning,189.78,Malleswaram
Gulab Jamun,2024-12-08,19:22:40,Evening,61.5,HSR Layout
Halwa (Assorted),2024-10-30,08:38:12,Morning,389.3,Electronic City
Pista Roll,2024-03-17,14:14:38,Afternoon,2137.43,Malleswaram
Badam Milk,2024-05-18,09:29:08,Morning,118.69,HSR Layout
Laddoo (Boondi),2024-06-28,14:05:07,Afternoon,630.25,Indiranagar
Badam Milk,2024-07-05,16:39:47,Afternoon,187.4,RR Nagar
Milk Burfi,2025-03-13,15:39:01,Afternoon,979.8,Indiranagar
Sohan Papdi,2024-07-16,10:15:04,Morning,830.99,Basavanagudi
Sohan Papdi,2024-08-19,15:45:05,Afternoon,729.81,Vijayanagar
Halwa (Assorted),2025-05-30,22:22:59,Night,583.17,Jayanagar
Chiroti,2024-07-16,08:25:10,Morning,92.96,Electronic City
Rasgulla,2024-08-28,20:54:49,Evening,145.72,Malleswaram
Badam Milk,2024-02-08,09:27:07,Morning,159.51,HSR Layout
Sohan Papdi,2024-03-05,09:37:20,Morning,668.29,Jayanagar
Laddoo (Boondi),2025-02-20,14:49:56,Afternoon,345.09,Koramangala
Jalebi,2024-05-26,17:57:03,Evening,411.17,Indiranagar
Milk Burfi,2025-01-15,21:04:26,Evening,907.99,Koramangala
Jalebi,2024-09-26,11:28:09,Morning,405.43,Vijayanagar
Mysore Pak,2024-09-15,17:18:46,Evening,959.31,Electronic City
Chiroti,2025-07-14,17:34:58,Evening,305.54,Jayanagar
Milk Burfi,2025-05-09,17:11:41,Evening,981.62,RR Nagar
Rasgulla,2024-02-14,11:46:20,Morning,59.78,Jayanagar
Sohan Papdi,2025-02-08,20:05:40,Evening,789.63,Basavanagudi
Sohan Papdi,2025-05-08,09:34:43,Morning,610.02,Basavanagudi
Gulab Jamun,2025-02-04,18:33:53,Evening,145.97,Electronic City
Halwa (Assorted),2024-05-29,22:55:52,Night,509.05,HSR Layout
Mysore Pak,2024-10-06,11:00:04,Morning,285.77,Vijayanagar
Sohan Papdi,2025-05-17,20:35:37,Evening,244.69,Indiranagar
Badam Milk,2024-04-16,09:16:20,Morning,220.72,Jayanagar
Samosa,2024-08-22,08:37:20,Morning,39.28,Basavanagudi
Kaju Katli,2024-09-22,10:17:52,Morning,1746.24,Vijayanagar
Dharwad Peda,2025-01-14,21:22:33,Evening,391.27,Jayanagar
Gulab Jamun,2024-07-01,22:21:22,Night,45.24,HSR Layout
Sohan Papdi,2024-01-21,16:53:11,Afternoon,514.77,Basavanagudi
Kaju Katli,2024-10-16,16:59:15,Afternoon,511.56,Basavanagudi
Mysore Pak,2025-01-27,11:28:03,Morning,677.81,Malleswaram
Milk Burfi,2024-10-06,15:07:41,Afternoon,724.4,HSR Layout
Chiroti,2025-02-23,21:34:58,Evening,388.18,Basavanagudi
Samosa,2024-12-31,12:19:00,Afternoon,47.96,HSR Layout
Mysore Pak,2024-03-09,10:57:38,Morning,399.2,Koramangala
Jalebi,2024-02-23,14:18:24,Afternoon,662.42,Electronic City
Badam Milk,2025-06-29,18:07:39,Evening,221.05,Koramangala
Jalebi,2024-08-03,19:47:35,Evening,597.28,Electronic City
Chiroti,2024-07-29,08:35:18,Morning,196.08,Malleswaram
Chiroti,2024-03-31,13:35:32,Afternoon,300.63,Basavanagudi
Badam Milk,2024-12-13,21:55:21,Evening,91.35,Vijayanagar
Samosa,2024-04-06,13:58:32,Afternoon,78.95078493542684,Electronic City
Gulab Jamun,2024-11-30,18:35:43,Evening,30.61,Basavanagudi
Gulab Jamun,2025-01-26,15:34:36,Afternoon,28.22,Malleswaram
Chiroti,2025-04-23,21:34:05,Evening,166.81,Jayanagar
Rasgulla,2025-02-18,21:26:27,Evening,105.07,Basavanagudi
Jalebi,2025-01-27,22:27:59,Night,571.16,Koramangala
Chiroti,2024-01-16,10:12:33,Morning,128.27,HSR Layout
Pista Roll,2024-10-24,12:20:17,Afternoon,668.76,Basavanagudi
Halwa (Assorted),2025-04-28,17:29:26,Evening,334.87,Indiranagar
Sohan Papdi,2025-03-20,12:47:34,Afternoon,544.15,Vijayanagar
Mysore Pak,2024-09-30,15:22:25,Afternoon,862.49,Indiranagar
Jalebi,2024-01-25,18:28:35,Evening,506.07,Vijayanagar
Gulab Jamun,2024-08-23,15:39:16,Afternoon,101.98,RR Nagar
Halwa (Assorted),2025-06-11,12:39:44,Afternoon,552.29,Vijayanagar
Pista Roll,2024-11-06,17:28:17,Evening,1162.05,HSR Layout
Dharwad Peda,2024-10-29,13:40:08,Afternoon,349.48,Electronic City
Halwa (Assorted),2024-06-06,10:24:26,Morning,663.64,Indiranagar
Samosa,2025-01-13,11:33:50,Morning,88.83,RR Nagar
Sohan Papdi,2025-07-03,19:21:04,Evening,284.0,Koramangala
Kaju Katli,2024-07-03,08:56:06,Morning,820.02,RR Nagar
Pista Roll,2024-06-07,10:33:04,Morning,2133.41,Jayanagar
Pista Roll,2024-02-03,21:02:33,Evening,1254.76,HSR Layout
Samosa,2024-03-19,08:03:01,Morning,88.25,Koramangala
Chiroti,2024-12-07,14:53:25,Afternoon,381.84,Electronic City
Laddoo (Boondi),2025-03-01,20:05:50,Evening,307.35,Jayanagar
Badam Milk,2025-03-17,14:58:53,Afternoon,95.43,Vijayanagar
Jalebi,2025-06-09,09:06:48,Morning,736.11,RR Nagar
Jalebi,2025-07-05,09:02:39,Morning,422.42,HSR Layout
Samosa,2024-04-27,10:30:57,Morning,35.27,Koramangala
Pista Roll,2025-06-22,14:11:32,Afternoon,2012.84,Vijayanagar
Sohan Papdi,2024-07-24,12:19:44,Afternoon,369.88,Jayanagar
Milk Burfi,2025-01-05,09:48:19,Morning,740.13,Jayanagar
Kesar Peda,2025-01-24,19:01:42,Evening,1190.74,HSR Layout
Kesar Peda,2025-06-25,19:24:27,Evening,1021.22,Vijayanagar
Kesar Peda,2025-07-16,22:32:22,Night,1289.6,RR Nagar
Milk Burfi,2025-03-02,18:13:46,Evening,993.65,Indiranagar
Badam Milk,2025-05-11,22:46:15,Night,184.65,Malleswaram
Jalebi,2024-04-07,15:26:04,Afternoon,442.09,Indiranagar
Pista Roll,2025-07-13,14:06:02,Afternoon,959.81,Vijayanagar
Chiroti,2024-11-08,09:53:24,Morning,187.99,Malleswaram
Jalebi,2025-01-08,22:44:35,Night,129.76,RR Nagar
Sohan Papdi,2024-07-29,15:32:43,Afternoon,238.03,Malleswaram
Pista Roll,2025-01-15,22:25:29,Night,1333.81,Basavanagudi
Jalebi,2025-06-08,12:48:48,Afternoon,646.93,Basavanagudi
Badam Milk,2024-04-20,16:35:06,Afternoon,116.5,Malleswaram
Halwa (Assorted),2025-04-29,21:01:29,Evening,835.96,RR Nagar
Pista Roll,2025-07-15,11:43:48,Morning,791.12,Koramangala
Badam Milk,2024-11-10,18:23:43,Evening,96.25,HSR Layout
Dharwad Peda,2025-01-22,11:05:38,Morning,732.09,Basavanagudi
Laddoo (Boondi),2025-04-01,11:51:32,Morning,349.96,HSR Layout
Gulab Jamun,2025-07-07,20:04:43,Evening,47.89,Jayanagar
Milk Burfi,2024-08-17,09:39:18,Morning,689.91,RR Nagar
Milk Burfi,2024-11-12,17:27:28,Evening,1109.49,Koramangala
Dharwad Peda,2024-05-26,18:54:19,Evening,400.83,Indiranagar
Halwa (Assorted),2025-03-11,14:41:50,Afternoon,876.11,Malleswaram
Samosa,2025-05-27,22:26:26,Night,48.27,HSR Layout
Dharwad Peda,2025-05-04,14:58:34,Afternoon,867.26,Indiranagar
Laddoo (Boondi),2024-09-04,13:32:39,Afternoon,511.59,Koramangala
Laddoo (Boondi),2024-12-25,09:37:29,Morning,845.73,Basavanagudi
Dharwad Peda,2025-03-26,09:14:11,Morning,1281.72,Basavanagudi
Kesar Peda,2024-12-01,15:19:39,Afternoon,859.16,Basavanagudi
Chiroti,2025-05-14,10:07:18,Morning,224.15,HSR Layout
Mysore Pak,2025-01-11,15:55:14,Afternoon,377.32,RR Nagar
Laddoo (Boondi),2024-03-29,22:15:41,Night,633.38,Indiranagar
Mysore Pak,2024-02-16,18:42:42,Evening,365.18,Vijayanagar
Badam Milk,2024-08-16,19:26:06,Evening,52.92,Malleswaram
Rasgulla,2025-05-18,17:09:24,Evening,56.39,Basavanagudi
Kesar Peda,2024-05-04,09:24:42,Morning,936.46,Electronic City
Samosa,2024-03-13,17:13:20,Evening,66.88,RR Nagar
Rasgulla,2025-02-02,18:23:36,Evening,164.77,HSR Layout
Kesar Peda,2024-03-20,22:27:49,Night,1073.46,Vijayanagar
Laddoo (Boondi),2024-11-09,19:16:39,Evening,306.17,Malleswaram
Kesar Peda,2024-10-05,21:00:17,Evening,1494.41,Jayanagar
Pista Roll,2024-04-25,09:21:25,Morning,1940.28,HSR Layout
Kaju Katli,2024-11-19,10:47:22,Morning,741.75,Koramangala
Mysore Pak,2025-01-28,17:27:55,Evening,1164.87,RR Nagar
Kaju Katli,2025-06-27,12:02:14,Afternoon,818.88,Malleswaram
Kesar Peda,2025-05-06,22:01:47,Night,539.32,Indiranagar
Laddoo (Boondi),2024-03-13,22:51:02,Night,497.91,Koramangala
Rasgulla,2024-06-11,20:47:09,Evening,53.38,RR Nagar
Badam Milk,2024-02-18,11:44:56,Morning,40.95,Malleswaram
Kesar Peda,2024-06-26,19:00:11,Evening,831.53,HSR Layout
Pista Roll,2024-07-11,09:04:02,Morning,998.67,Basavanagudi
Dharwad Peda,2024-01-19,08:37:31,Morning,248.0,Koramangala
Milk Burfi,2025-06-01,11:45:52,Morning,357.51,Vijayanagar
Jalebi,2024-07-05,13:13:34,Afternoon,599.74,Electronic City
Halwa (Assorted),2024-01-28,19:41:28,Evening,954.26,Indiranagar
Pista Roll,2024-05-20,08:02:29,Morning,926.85,Malleswaram
Rasgulla,2024-06-28,11:22:11,Morning,42.63,Malleswaram
Kesar Peda,2025-06-30,08:08:52,Morning,1006.94,Electronic City
Kesar Peda,2024-02-01,09:22:29,Morning,651.06,Indiranagar
Badam Milk,2025-03-03,14:36:30,Afternoon,109.88,Vijayanagar
Badam Milk,2024-05-31,15:01:54,Afternoon,181.75,RR Nagar
Samosa,2025-03-03,13:23:04,Afternoon,37.26,Electronic City
Mysore Pak,2024-12-21,13:38:00,Afternoon,722.44,Indiranagar
Rasgulla,2025-02-21,13:37:39,Afternoon,120.64,HSR Layout
Gulab Jamun,2024-01-25,15:55:49,Afternoon,75.78,Electronic City
Chiroti,2024-03-29,12:13:30,Afternoon,254.56,Electronic City
Kaju Katli,2024-11-14,12:02:38,Afternoon,1795.09,Basavanagudi
Sohan Papdi,2025-01-06,11:14:49,Morning,777.97,Indiranagar
Milk Burfi,2024-06-29,10:47:32,Morning,278.01,Indiranagar
Jalebi,2024-05-26,08:48:02,Morning,226.33,Koramangala
Sohan Papdi,2024-11-07,22:06:29,Night,264.58,Basavanagudi
Dharwad Peda,2024-08-21,12:32:47,Afternoon,1338.66,Malleswaram
Sohan Papdi,2024-06-05,16:58:32,Afternoon,607.7,Vijayanagar
Halwa (Assorted),2024-04-12,21:54:34,Evening,754.44,HSR Layout
Mysore Pak,2024-07-08,21:39:12,Evening,397.35,Malleswaram
Halwa (Assorted),2025-07-12,18:40:13,Evening,1024.27,Jayanagar
Samosa,2024-02-06,22:22:56,Night,27.33,Vijayanagar
Dharwad Peda,2024-11-13,08:30:09,Morning,317.53,Basavanagudi
Sohan Papdi,2024-11-18,12:22:06,Afternoon,470.78,RR Nagar
Jalebi,2025-03-11,17:10:50,Evening,581.25,RR Nagar
Chiroti,2025-05-14,19:48:48,Evening,286.4,Indiranagar
Mysore Pak,2024-09-21,15:05:55,Afternoon,601.24,Koramangala
Gulab Jamun,2025-03-19,22:42:11,Night,43.81,Malleswaram
Laddoo (Boondi),2024-02-16,12:22:48,Afternoon,725.04,Jayanagar
Pista Roll,2024-02-04,20:09:40,Evening,1107.96,Vijayanagar
Mysore Pak,2024-07-21,12:19:11,Afternoon,667.32,Koramangala
Jalebi,2025-07-11,21:37:53,Evening,419.23,Basavanagudi
Jalebi,2025-01-24,10:06:01,Morning,228.88,Jayanagar
Kesar Peda,2025-05-16,19:01:48,Evening,491.85,Electronic City
Dharwad Peda,2024-05-14,18:33:58,Evening,605.14,Basavanagudi
Jalebi,2024-04-20,14:53:32,Afternoon,701.38,HSR Layout
Halwa (Assorted),2025-03-02,16:44:51,Afternoon,339.9,RR Nagar
Laddoo (Boondi),2024-02-21,16:12:44,Afternoon,176.32,Electronic City
Jalebi,2024-04-24,08:52:08,Morning,527.47,Electronic City
Sohan Papdi,2024-12-22,08:23:04,Morning,508.78,Indiranagar
Jalebi,2024-11-25,18:45:33,Evening,186.96,Basavanagudi
Kaju Katli,2024-08-30,19:29:03,Evening,1900.14,Basavanagudi
Rasgulla,2024-01-24,22:01:08,Night,47.98,Vijayanagar
Kaju Katli,2025-01-25,14:51:27,Afternoon,1862.81,Koramangala
Laddoo (Boondi),2024-01-30,12:05:17,Afternoon,645.86,Basavanagudi
Milk Burfi,2024-05-14,17:56:25,Evening,578.65,RR Nagar
Pista Roll,2024-10-28,10:25:20,Morning,1656.82,Basavanagudi
Kaju Katli,2024-09-23,17:34:40,Evening,817.2,Electronic City
Dharwad Peda,2024-03-15,18:21:16,Evening,893.16,Malleswaram
Pista Roll,2024-07-03,21:34:56,Evening,2012.37,Indiranagar
Badam Milk,2025-05-03,15:24:38,Afternoon,135.28,HSR Layout
Mysore Pak,2024-11-12,10:59:15,Morning,618.81,HSR Layout
Chiroti,2024-12-03,20:45:20,Evening,246.54,Electronic City
Halwa (Assorted),2024-04-04,12:31:34,Afternoon,774.68,Vijayanagar
Samosa,2024-04-01,09:57:00,Morning,40.49,HSR Layout
Samosa,2024-02-23,11:51:26,Morning,44.41,Indiranagar
Milk Burfi,2025-03-14,09:44:44,Morning,703.6,Basavanagudi
Pista Roll,2024-11-10,14:59:25,Afternoon,1880.57,Electronic City
Laddoo (Boondi),2025-04-04,22:52:35,Night,161.01,HSR Layout
Mysore Pak,2025-02-20,15:25:19,Afternoon,579.72,HSR Layout
Milk Burfi,2025-03-25,18:59:43,Evening,452.97,Indiranagar
Pista Roll,2024-08-15,13:10:27,Afternoon,1061.81,RR Nagar
Kesar Peda,2025-04-16,17:50:39,Evening,1170.92,Indiranagar
Dharwad Peda,2025-06-01,22:26:00,Night,1021.75,HSR Layout
Samosa,2025-07-09,19:14:24,Evening,78.84,Indiranagar
Kesar Peda,2024-03-07,08:06:51,Morning,758.34,Vijayanagar
Chiroti,2024-08-19,13:02:27,Afternoon,400.24,RR Nagar
Badam Milk,2024-07-12,08:52:49,Morning,99.9,Jayanagar
Halwa (Assorted),2024-11-30,15:08:54,Afternoon,861.08,Basavanagudi
Jalebi,2025-02-03,13:51:26,Afternoon,172.53,Indiranagar
Gulab Jamun,2024-03-11,13:20:06,Afternoon,28.38,Vijayanagar
Mysore Pak,2024-12-05,12:55:13,Afternoon,612.12,Koramangala
Milk Burfi,2025-07-11,15:14:19,Afternoon,946.17,Vijayanagar
Mysore Pak,2025-07-04,17:02:40,Evening,381.62,Koramangala
Badam Milk,2025-01-30,16:01:05,Afternoon,41.4,RR Nagar
Chiroti,2024-07-08,22:41:21,Night,347.02,Jayanagar
Dharwad Peda,2024-02-23,13:59:21,Afternoon,1121.46,RR Nagar
Samosa,2024-03-09,22:42:17,Night,69.24,Indiranagar
Pista Roll,2024-09-11,13:42:13,Afternoon,1878.82,Malleswaram
Chiroti,2024-09-08,20:40:39,Evening,122.49,Electronic City
Samosa,2025-06-29,14:39:10,Afternoon,28.95,Basavanagudi
Milk Burfi,2024-11-10,09:47:20,Morning,525.29,Jayanagar
Pista Roll,2025-04-24,18:24:49,Evening,1998.4,Indiranagar
Dharwad Peda,2025-06-05,18:57:53,Evening,993.27,Malleswaram
Badam Milk,2024-07-16,09:39:54,Morning,137.26,Vijayanagar
Milk Burfi,2024-06-15,14:21:48,Afternoon,745.58,Jayanagar
Kaju Katli,2024-02-23,19:07:53,Evening,1794.0,Malleswaram
Sohan Papdi,2024-04-20,14:33:43,Afternoon,279.12,Electronic City
Dharwad Peda,2024-08-24,12:46:11,Afternoon,1058.72,Electronic City
Kesar Peda,2024-11-01,11:38:42,Morning,715.16,Malleswaram
Halwa (Assorted),2025-05-27,14:08:05,Afternoon,394.35,HSR Layout
Badam Milk,2024-06-10,12:56:51,Afternoon,80.73,Koramangala
Sohan Papdi,2024-08-11,11:40:11,Morning,227.51,Vijayanagar
Jalebi,2024-09-18,16:41:12,Afternoon,611.63,Indiranagar
Laddoo (Boondi),2025-04-11,12:17:41,Afternoon,648.47,Malleswaram
Laddoo (Boondi),2025-04-20,22:25:38,Night,250.9,RR Nagar
Gulab Jamun,2025-03-26,09:58:55,Morning,70.2,Malleswaram
Sohan Papdi,2025-01-21,12:54:20,Afternoon,148.66,Indiranagar
Gulab Jamun,2024-09-23,17:52:57,Evening,33.71,Basavanagudi
Kaju Katli,2024-12-21,14:54:14,Afternoon,669.0,Vijayanagar
Chiroti,2025-04-04,15:35:02,Afternoon,128.71,Malleswaram
Pista Roll,2025-01-05,18:13:01,Evening,1421.45,Electronic City
Gulab Jamun,2024-11-30,16:57:17,Afternoon,111.93,HSR Layout
Mysore Pak,2025-06-12,18:38:37,Evening,1132.09,Koramangala
Halwa (Assorted),2025-07-03,15:47:17,Afternoon,1040.19,HSR Layout
Halwa (Assorted),2025-05-16,13:00:43,Afternoon,279.44,RR Nagar
Pista Roll,2024-10-12,16:40:39,Afternoon,970.98,Vijayanagar
Dharwad Peda,2024-06-28,15:15:52,Afternoon,1208.74,Indiranagar
Jalebi,2025-04-04,20:26:49,Evening,748.05,Electronic City
Mysore Pak,2024-02-23,11:08:06,Morning,890.57,Electronic City
Laddoo (Boondi),2024-01-23,10:25:14,Morning,198.43,Malleswaram
Chiroti,2025-01-07,08:13:05,Morning,376.7,Indiranagar
Milk Burfi,2025-03-01,17:33:55,Evening,808.85,Indiranagar
Pista Roll,2024-02-02,19:38:49,Evening,1857.55,Indiranagar
Kesar Peda,2025-02-04,18:15:56,Evening,389.93,HSR Layout
Halwa (Assorted),2024-09-25,20:54:11,Evening,629.18,Electronic City
Rasgulla,2024-06-24,13:25:49,Afternoon,47.15,Vijayanagar
Badam Milk,2024-11-14,15:53:01,Afternoon,197.39,Basavanagudi
Kaju Katli,2024-02-08,11:20:51,Morning,1921.47,Malleswaram
Halwa (Assorted),2024-12-12,14:54:46,Afternoon,767.1,Electronic City
Gulab Jamun,2024-10-16,08:10:29,Morning,147.3,Basavanagudi
Chiroti,2024-06-13,22:35:02,Night,191.67,Electronic City
